Group,Accession,Num,Dataset,Mode
unaff,higo,4,Strains,soft
unaff,HQ122,1,Strains,soft
unaff,HQ122,1,Strains,strict
unaff,HS18-1,10,Strains,soft
unaff,Hu4-2,6,Strains,soft
unaff,HW-11,1,Strains,soft
unaff,HW-11,1,Strains,strict
unaff,HYD-3,1,Strains,soft
unaff,HYD-3,1,Strains,strict
unaff,HYW-8,1,Strains,soft
unaff,HYW-8,1,Strains,strict
unaff,HZM2,1,Strains,soft
unaff,I13,6,Strains,soft
unaff,IAB59,1,Strains,soft
unaff,IAB59,1,Strains,strict
unaff,IBL 200,10,Strains,soft
unaff,IBL 4222,2,Strains,soft
unaff,IBL 4222,2,Strains,strict
unaff,IBL00055,1,Strains,soft
unaff,IBL00090,9,Strains,soft
unaff,IBL00144,1,Strains,soft
unaff,IBL00171,9,Strains,soft
unaff,IBL00210,1,Strains,soft
unaff,IBL00427,4,Strains,soft
unaff,IBL00503,5,Strains,soft
unaff,IBL00971,2,Strains,soft
unaff,IBL00971,2,Strains,strict
unaff,IBL01259,5,Strains,soft
unaff,IBL01313,5,Strains,soft
unaff,IBL02897,9,Strains,soft
unaff,IBL03111,5,Strains,soft
unaff,IEBC-T63 001,1,Strains,soft
unaff,IEBC-T63 001,1,Strains,strict
unaff,IMBL-B9,5,Strains,soft
unaff,INA288,2,Strains,soft
unaff,INA288,2,Strains,strict
unaff,INTA Fr7-4,3,Strains,soft
unaff,INTA Mo1-12,2,Strains,soft
unaff,INTA Mo4-4,1,Strains,soft
unaff,INTA TA24-6,1,Strains,soft
unaff,IPPBIOTSUC-C9F1,2,Strains,soft
unaff,jegathesan 367,5,Strains,soft
unaff,JF21-1,1,Strains,soft
unaff,JF21-1,1,Strains,strict
unaff,JW-1,4,Strains,soft
unaff,K1,3,Strains,soft
unaff,K3,2,Strains,soft
unaff,K34,1,Strains,soft
unaff,K34,1,Strains,strict
unaff,K4,1,Strains,soft
unaff,kenyae,1,Strains,soft
unaff,kn11,5,Strains,soft
unaff,KNU-26,4,Strains,soft
unaff,L_1B0_5,1,Strains,soft
unaff,L_1B0_5,1,Strains,strict
unaff,L_1B0_8,1,Strains,soft
unaff,L_1B0_8,1,Strains,strict
unaff,L-7601,3,Strains,soft
unaff,LBIT 1189,1,Strains,soft
unaff,LBIT-113,1,Strains,soft
unaff,LBIT-113,1,Strains,strict
unaff,LBIT-1189,1,Strains,soft
unaff,LBIT-147,1,Strains,soft
unaff,LBIT-418,2,Strains,soft
unaff,LBIT-597,1,Strains,soft
unaff,LBIT-597,1,Strains,strict
unaff,LBIT-976,1,Strains,soft
unaff,LBIT-976,1,Strains,strict
unaff,LBIT-979,1,Strains,soft
unaff,LBIT-979,1,Strains,strict
unaff,LBIT1200,1,Strains,soft
unaff,Leapi01,4,Strains,soft
unaff,LH-2,1,Strains,soft
unaff,LH-2,1,Strains,strict
unaff,LP1G,1,Strains,soft
unaff,LP1G,1,Strains,strict
unaff,LSZ9408,2,Strains,soft
unaff,LTS-290,1,Strains,soft
unaff,LTS-290,1,Strains,strict
unaff,LTS-7,2,Strains,soft
unaff,LY-99,1,Strains,soft
unaff,Ly30,2,Strains,soft
unaff,lyA,1,Strains,soft
unaff,M019,3,Strains,soft
unaff,M019,3,Strains,strict
unaff,M100,3,Strains,soft
unaff,M15,1,Strains,soft
unaff,M15,1,Strains,strict
unaff,MC28,8,Strains,soft
unaff,Mfbjulcb3,1,Strains,soft
unaff,Mfbjulcb3,1,Strains,strict
unaff,mgc157-1,2,Strains,soft
unaff,Mm2,1,Strains,soft
unaff,MOD1_Bc21,1,Strains,soft
unaff,mogi K4,5,Strains,soft
unaff,morrisoni BF190,2,Strains,soft
unaff,MPU B9,2,Strains,soft
unaff,MS12,7,Strains,soft
unaff,N141,1,Strains,soft
unaff,N141,1,Strains,strict
unaff,native Taiwanese Bt strain,1,Strains,soft
unaff,NB176,1,Strains,soft
unaff,NBIC380,1,Strains,soft
unaff,NBIN-866,13,Strains,soft
unaff,NHA15b,1,Strains,soft
unaff,NHA15b,1,Strains,strict
unaff,NRD-12,3,Strains,soft
unaff,NRRL B-21921,1,Strains,soft
unaff,NRRL B-21921,1,Strains,strict
unaff,NRRL B-21934,1,Strains,soft
unaff,NRRL B-21934,1,Strains,strict
unaff,NRRL B-21941,1,Strains,soft
unaff,O-V84.2,3,Strains,soft
unaff,O-V84.2,3,Strains,strict
unaff,P01_1,5,Strains,soft
unaff,P01_3,5,Strains,soft
unaff,Pasteur Institute Standard strain,3,Strains,soft
unaff,popilliae Hime,1,Strains,soft
unaff,popilliae Hime,1,Strains,strict
unaff,PS158C2,2,Strains,soft
unaff,PS17,2,Strains,soft
unaff,PS17,2,Strains,strict
unaff,PS184M1,2,Strains,soft
unaff,PS33F2,1,Strains,soft
unaff,PS33F2,1,Strains,strict
unaff,PS46L,1,Strains,soft
unaff,PS46L,1,Strains,strict
unaff,PS50C(a),1,Strains,soft
unaff,PS50C(a),1,Strains,strict
unaff,PS50C(b),1,Strains,soft
unaff,PS50C(b),1,Strains,strict
unaff,PS81F,1,Strains,soft
unaff,PS81GG,1,Strains,soft
unaff,PS85A1,1,Strains,soft
unaff,PS86Q3,2,Strains,soft
unaff,PS86Q3,2,Strains,strict
unaff,PT18,5,Strains,soft
unaff,Q-12,1,Strains,soft
unaff,Q52-7,1,Strains,soft
unaff,Q52-7,1,Strains,strict
unaff,QBL-27,2,Strains,soft
unaff,QG-121,1,Strains,soft
unaff,QG-121,1,Strains,strict
unaff,QHW7-2,2,Strains,soft
unaff,QZL121,1,Strains,soft
unaff,RIVM BC 934,6,Strains,soft
unaff,Root11,2,Strains,soft
unaff,Root11,2,Strains,strict
unaff,Root131,2,Strains,soft
unaff,Root131,2,Strains,strict
unaff,S1478-1,1,Strains,soft
unaff,S2160-1,7,Strains,soft
unaff,S2480-1,1,Strains,soft
unaff,S2480-1,1,Strains,strict
unaff,S3299-1,1,Strains,soft
unaff,S6,2,Strains,soft
unaff,s8,1,Strains,soft
unaff,s8,1,Strains,strict
unaff,S811,1,Strains,soft
unaff,S811,1,Strains,strict
unaff,S976,1,Strains,soft
unaff,S976,1,Strains,strict
unaff,SBS Bt 48,1,Strains,soft
unaff,SBS Bt 48,1,Strains,strict
unaff,Sbt003,4,Strains,soft
unaff,Sbt006,1,Strains,soft
unaff,Sbt006,1,Strains,strict
unaff,Sbt009,4,Strains,soft
unaff,Sbt011,1,Strains,soft
unaff,Sbt011,1,Strains,strict
unaff,Sbt021,1,Strains,soft
unaff,Sbt021,1,Strains,strict
unaff,Sbt029,2,Strains,soft
unaff,Sbt029,2,Strains,strict
unaff,Sbt030,2,Strains,soft
unaff,Sbt030,2,Strains,strict
unaff,Sbt053,2,Strains,soft
unaff,Sbt053,2,Strains,strict
unaff,Sbt054,1,Strains,soft
unaff,Sbt054,1,Strains,strict
unaff,Sbt072,3,Strains,soft
unaff,Sbt072,3,Strains,strict
unaff,SC5(D4),1,Strains,soft
unaff,SC5(D4),1,Strains,strict
unaff,SC5(E8),1,Strains,soft
unaff,SC6H8,5,Strains,soft
unaff,SCG04-02,2,Strains,soft
unaff,Semadara,2,Strains,soft
unaff,Semadara,2,Strains,strict
unaff,SK-711,1,Strains,soft
unaff,SK-729,1,Strains,soft
unaff,SK-758,1,Strains,soft
unaff,SK-758,1,Strains,strict
unaff,SK-783,1,Strains,soft
unaff,SK-784,1,Strains,soft
unaff,SK-958,1,Strains,soft
unaff,SK700,3,Strains,soft
unaff,SSK-10,1,Strains,soft
unaff,ST7,2,Strains,soft
unaff,ST8,3,Strains,soft
unaff,Staal1-1,5,Strains,soft
unaff,SVBS18-01,3,Strains,soft
unaff,SY-11,1,Strains,soft
unaff,SY-11,1,Strains,strict
unaff,SY27.1,5,Strains,soft
unaff,T0131,4,Strains,soft
unaff,T0137,4,Strains,soft
unaff,T0139,4,Strains,soft
unaff,T03a001,1,Strains,soft
unaff,T03B001,5,Strains,soft
unaff,T07005,6,Strains,soft
unaff,T07019,7,Strains,soft
unaff,T07128,4,Strains,soft
unaff,T07148,7,Strains,soft
unaff,T07153,6,Strains,soft
unaff,T07183,6,Strains,soft
unaff,T13001,4,Strains,soft
unaff,T15,1,Strains,soft
unaff,T30001,2,Strains,soft
unaff,T30001,2,Strains,strict
unaff,TAND672,2,Strains,soft
unaff,TAND672,2,Strains,strict
unaff,Tm37-6,1,Strains,soft
unaff,Tm41-4,1,Strains,soft
unaff,Tm44-1B,1,Strains,soft
unaff,TOL651,1,Strains,soft
unaff,TS3,1,Strains,soft
unaff,TS3,1,Strains,strict
unaff,UTD-001,1,Strains,soft
unaff,V4,3,Strains,soft
unaff,VD154,4,Strains,soft
unaff,VKPM B-1161,1,Strains,soft
unaff,VKPM B-1161,1,Strains,strict
unaff,VKPM B-1166,1,Strains,soft
unaff,VKPM B-1166,1,Strains,strict
unaff,VKPM B-3276,1,Strains,soft
unaff,W015,1,Strains,soft
unaff,WB10,1,Strains,soft
unaff,WB10,1,Strains,strict
unaff,WBT-2,10,Strains,soft
unaff,WZ-9,1,Strains,soft
unaff,WZ-9,1,Strains,strict
unaff,X23,1,Strains,soft
unaff,X23,1,Strains,strict
unaff,XL6,7,Strains,soft
unaff,xl6-1,1,Strains,soft
unaff,xl6-1,1,Strains,strict
unaff,YBT-020,2,Strains,soft
unaff,YBT-020,2,Strains,strict
unaff,YBT-032,1,Strains,soft
unaff,YBT-1518,1,Strains,soft
unaff,YBT-1518,1,Strains,strict
unaff,YBT-1520,5,Strains,soft
unaff,YC-10,5,Strains,soft
unaff,YM-03,1,Strains,soft
unaff,yunnanensis,1,Strains,soft
unaff,yunnanensis,1,Strains,strict
unaff,YWC2-8,2,Strains,soft
unaff,Ywc2-8,3,Strains,soft
unaff,ywc5-4,2,Strains,soft
unaff,zjfc85,1,Strains,soft
unaff,zjfc85,1,Strains,strict
unaff,ZK2,1,Strains,soft
unaff,ZQ-89,1,Strains,soft
